Term,Document,Frequency,Weight
modern,D1,1,0.16901960800285137
advent,D2,1,0.1056372550017821
transformer-bas,D2,3,0.3169117650053463
architectur,D2,2,0.2112745100035642
contextu,D2,2,0.2112745100035642
represent,D2,3,0.3169117650053463
text,D2,4,0.4225490200071284
data,D2,1,0.0752574989159953
ha,D2,2,0.1505149978319906
leverag,D2,1,0.0752574989159953
queri,D2,8,0.3979400086720376
document,D2,7,0.2996198457194305
repres,D2,1,0.0752574989159953
low-dimension,D2,1,0.1056372550017821
dens,D2,3,0.22577249674798588
vector,D2,5,0.5281862750089105
space,D2,2,0.1505149978319906
learn,D2,2,0.0994850021680094
embed,D2,1,0.059640156839957804
fix,D2,1,0.1056372550017821
size,D2,1,0.0752574989159953
result,D2,3,0.12840850530832737
deeper,D2,2,0.2112745100035642
understand,D2,2,0.2112745100035642
thi,D2,1,0.03762874945799765
studi,D2,2,0.1505149978319906
design,D2,1,0.0752574989159953
pipelin,D2,1,0.1056372550017821
effect,D2,1,0.042802835102775785
retriev,D2,3,0.12840850530832737
larg,D2,1,0.0497425010840047
search,D2,1,0.0752574989159953
combin,D2,1,0.1056372550017821
capabl,D2,1,0.0752574989159953
bert,D2,2,0.2112745100035642
model,D2,7,0.26340124620598354
phrase,D2,2,0.2112745100035642
embedding-bas,D2,2,0.1505149978319906
expans,D2,2,0.1505149978319906
fine-tun,D2,1,0.1056372550017821
deep,D2,1,0.059640156839957804
semant,D2,2,0.11928031367991561
match,D2,2,0.1505149978319906
separ,D2,2,0.2112745100035642
encod,D2,2,0.1505149978319906
base,D2,1,0.059640156839957804
sentenc,D2,1,0.1056372550017821
sbert,D2,1,0.1056372550017821
gener,D2,1,0.0752574989159953
also,D2,1,0.0497425010840047
address,D2,1,0.0497425010840047
maximum,D2,1,0.1056372550017821
token,D2,1,0.0752574989159953
length,D2,1,0.1056372550017821
limit,D2,1,0.0752574989159953
summar,D2,1,0.1056372550017821
lengthi,D2,1,0.1056372550017821
addit,D2,1,0.059640156839957804
improv,D2,1,0.059640156839957804
clariti,D2,1,0.1056372550017821
complet,D2,1,0.1056372550017821
short,D2,1,0.1056372550017821
reduc,D2,1,0.0752574989159953
gap,D2,1,0.0752574989159953
employ,D2,1,0.1056372550017821
index,D2,1,0.0752574989159953
use,D2,2,0.08560567020555157
elasticsearch,D2,1,0.1056372550017821
engin,D2,1,0.1056372550017821
query-specif,D2,1,0.1056372550017821
final,D2,2,0.2112745100035642
bert-bas,D2,1,0.1056372550017821
cross-encod,D2,1,0.1056372550017821
re-rank,D2,1,0.1056372550017821
relev,D2,1,0.0497425010840047
record,D2,1,0.1056372550017821
perform,D2,2,0.08560567020555157
full,D2,1,0.1056372550017821
self-attent,D2,1,0.1056372550017821
input,D2,1,0.1056372550017821
yield,D2,1,0.0752574989159953
richer,D2,1,0.1056372550017821
interact,D2,1,0.0752574989159953
produc,D2,2,0.1505149978319906
assess,D2,1,0.1056372550017821
experi,D2,1,0.1056372550017821
conduct,D2,1,0.1056372550017821
two,D2,1,0.0752574989159953
well-known,D2,1,0.1056372550017821
dataset,D2,1,0.042802835102775785
trec-cds-2014,D2,1,0.1056372550017821
ohsum,D2,1,0.1056372550017821
compar,D2,1,0.0497425010840047
analysi,D2,1,0.1056372550017821
carri,D2,1,0.1056372550017821
clearli,D2,1,0.1056372550017821
demonstr,D2,1,0.0497425010840047
propos,D2,1,0.042802835102775785
framework,D2,1,0.059640156839957804
competit,D2,1,0.1056372550017821
scientif,D3,4,0.4225490200071284
research,D3,3,0.17892047051987342
abil,D3,1,0.1056372550017821
effect,D3,2,0.08560567020555157
retriev,D3,3,0.12840850530832737
relev,D3,3,0.14922750325201412
document,D3,3,0.12840850530832737
base,D3,1,0.059640156839957804
complex,D3,7,0.7394607850124747
multifacet,D3,2,0.2112745100035642
queri,D3,8,0.3979400086720376
critic,D3,1,0.1056372550017821
exist,D3,1,0.059640156839957804
evalu,D3,2,0.11928031367991561
dataset,D3,6,0.25681701061665474
thi,D3,3,0.11288624837399294
task,D3,3,0.22577249674798588
limit,D3,1,0.0752574989159953
primarili,D3,1,0.1056372550017821
due,D3,2,0.2112745100035642
high,D3,1,0.0752574989159953
cost,D3,2,0.1505149978319906
effort,D3,1,0.1056372550017821
requir,D3,2,0.2112745100035642
annot,D3,6,0.6338235300106926
resourc,D3,1,0.1056372550017821
repres,D3,1,0.0752574989159953
address,D3,1,0.0497425010840047
propos,D3,1,0.042802835102775785
novel,D3,1,0.0752574989159953
use,D3,1,0.042802835102775785
multi-level,D3,1,0.1056372550017821
aspect-bas,D3,1,0.1056372550017821
doris-ma,D3,4,0.4225490200071284
design,D3,1,0.0752574989159953
handl,D3,2,0.2112745100035642
natur,D3,1,0.1056372550017821
user,D3,1,0.1056372550017821
develop,D3,1,0.1056372550017821
benchmark,D3,1,0.059640156839957804
within,D3,1,0.0752574989159953
field,D3,1,0.1056372550017821
comput,D3,1,0.0497425010840047
scienc,D3,1,0.1056372550017821
consist,D3,1,0.0752574989159953
100,D3,2,0.2112745100035642
human-author,D3,1,0.1056372550017821
case,D3,2,0.2112745100035642
assembl,D3,1,0.1056372550017821
collect,D3,1,0.0752574989159953
produc,D3,1,0.0752574989159953
score,D3,1,0.0752574989159953
rank,D3,1,0.0497425010840047
recogn,D3,1,0.1056372550017821
signific,D3,1,0.0752574989159953
labor,D3,1,0.1056372550017821
expert,D3,1,0.1056372550017821
also,D3,1,0.0497425010840047
introduc,D3,1,0.0752574989159953
anno-gpt,D3,1,0.1056372550017821
scalabl,D3,1,0.1056372550017821
framework,D3,1,0.059640156839957804
valid,D3,1,0.1056372550017821
perform,D3,2,0.08560567020555157
larg,D3,1,0.0497425010840047
languag,D3,1,0.059640156839957804
model,D3,1,0.03762874945799765
llm,D3,2,0.11928031367991561
expert-level,D3,1,0.1056372550017821
result,D3,1,0.042802835102775785
500x,D3,1,0.1056372550017821
reduct,D3,1,0.1056372550017821
without,D3,2,0.2112745100035642
compromis,D3,1,0.1056372550017821
qualiti,D3,1,0.1056372550017821
furthermor,D3,1,0.1056372550017821
multi-ti,D3,1,0.1056372550017821
structur,D3,1,0.0752574989159953
extend,D3,1,0.1056372550017821
"4,000",D3,1,0.1056372550017821
sub-queri,D3,1,0.1056372550017821
test,D3,1,0.059640156839957804
addit,D3,1,0.059640156839957804
17,D3,1,0.1056372550017821
recent,D3,1,0.0752574989159953
method,D3,1,0.059640156839957804
observ,D3,1,0.1056372550017821
notabl,D3,1,0.1056372550017821
drop,D3,1,0.1056372550017821
compar,D3,1,0.0497425010840047
tradit,D3,1,0.0752574989159953
highlight,D3,1,0.1056372550017821
need,D3,1,0.1056372550017821
better,D3,1,0.1056372550017821
approach,D3,1,0.059640156839957804
larg,D4,1,0.04421555651911529
languag,D4,1,0.05301347274662915
model,D4,2,0.06689555459199582
llm,D4,2,0.1060269454932583
demonstr,D4,2,0.08843111303823058
impress,D4,1,0.09389978222380631
effect,D4,5,0.1902348226790035
zero-shot,D4,6,0.4013733275519749
document,D4,2,0.0760939290716014
rank,D4,7,0.309508895633807
task,D4,1,0.06689555459199582
pointwis,D4,2,0.18779956444761262
pairwis,D4,2,0.18779956444761262
listwis,D4,1,0.06689555459199582
prompt,D4,3,0.28169934667141894
approach,D4,9,0.47712125471966244
propos,D4,2,0.0760939290716014
llm-base,D4,3,0.28169934667141894
studi,D4,1,0.06689555459199582
begin,D4,1,0.09389978222380631
thoroughli,D4,1,0.09389978222380631
evalu,D4,2,0.1060269454932583
exist,D4,1,0.05301347274662915
within,D4,1,0.06689555459199582
consist,D4,1,0.06689555459199582
experiment,D4,1,0.06689555459199582
framework,D4,1,0.05301347274662915
consid,D4,1,0.09389978222380631
factor,D4,1,0.09389978222380631
like,D4,1,0.06689555459199582
size,D4,1,0.06689555459199582
token,D4,2,0.13379110918399165
consumpt,D4,2,0.18779956444761262
latenc,D4,1,0.09389978222380631
among,D4,1,0.09389978222380631
thi,D4,1,0.03344777729599791
first-of-its-kind,D4,1,0.09389978222380631
compar,D4,1,0.04421555651911529
allow,D4,1,0.06689555459199582
us,D4,1,0.09389978222380631
identifi,D4,1,0.09389978222380631
trade-off,D4,1,0.09389978222380631
effici,D4,4,0.2675822183679833
inher,D4,1,0.09389978222380631
find,D4,1,0.06689555459199582
score,D4,1,0.06689555459199582
high,D4,3,0.20068666377598746
suffer,D4,1,0.09389978222380631
poor,D4,1,0.09389978222380631
convers,D4,1,0.09389978222380631
superior,D4,1,0.09389978222380631
incur,D4,1,0.09389978222380631
comput,D4,2,0.08843111303823058
overhead,D4,1,0.09389978222380631
enhanc,D4,1,0.09389978222380631
novel,D4,1,0.06689555459199582
setwis,D4,1,0.09389978222380631
reduc,D4,2,0.13379110918399165
number,D4,1,0.09389978222380631
infer,D4,1,0.09389978222380631
amount,D4,1,0.09389978222380631
dure,D4,1,0.09389978222380631
procedur,D4,1,0.09389978222380631
significantli,D4,1,0.09389978222380631
improv,D4,1,0.05301347274662915
test,D4,1,0.05301347274662915
method,D4,1,0.05301347274662915
use,D4,1,0.0380469645358007
trec,D4,1,0.04421555651911529
dl,D4,1,0.09389978222380631
dataset,D4,1,0.0380469645358007
beir,D4,1,0.09389978222380631
benchmark,D4,1,0.05301347274662915
empir,D4,1,0.09389978222380631
result,D4,1,0.0380469645358007
indic,D4,1,0.09389978222380631
consider,D4,1,0.09389978222380631
cost,D4,1,0.06689555459199582
also,D4,1,0.04421555651911529
retain,D4,1,0.09389978222380631
dens,D5,2,0.24082399653118497
embedding-bas,D5,1,0.12041199826559248
retriev,D5,2,0.13696907232888253
industri,D5,2,0.33803921600570275
standard,D5,3,0.3612359947967774
semant,D5,1,0.09542425094393249
search,D5,2,0.24082399653118497
rank,D5,1,0.07958800173440753
problem,D5,1,0.16901960800285137
like,D5,1,0.12041199826559248
obtain,D5,1,0.16901960800285137
relev,D5,1,0.07958800173440753
web,D5,1,0.16901960800285137
document,D5,4,0.27393814465776506
given,D5,2,0.33803921600570275
queri,D5,4,0.3183520069376301
techniqu,D5,1,0.16901960800285137
use,D5,2,0.13696907232888253
two-stag,D5,1,0.16901960800285137
process,D5,1,0.16901960800285137
contrast,D5,1,0.16901960800285137
learn,D5,5,0.3979400086720376
train,D5,1,0.12041199826559248
dual,D5,2,0.33803921600570275
encod,D5,2,0.24082399653118497
emb,D5,1,0.16901960800285137
b,D5,1,0.16901960800285137
approxim,D5,1,0.16901960800285137
nearest,D5,1,0.16901960800285137
neighbor,D5,1,0.16901960800285137
ann,D5,5,0.8450980400142568
find,D5,1,0.12041199826559248
similar,D5,1,0.12041199826559248
two,D5,1,0.12041199826559248
stage,D5,1,0.16901960800285137
disjoint,D5,1,0.16901960800285137
embed,D5,4,0.38169700377572996
might,D5,1,0.16901960800285137
ill-suit,D5,1,0.16901960800285137
method,D5,1,0.09542425094393249
vice-versa,D5,1,0.16901960800285137
lead,D5,1,0.16901960800285137
suboptim,D5,1,0.16901960800285137
perform,D5,2,0.13696907232888253
thi,D5,1,0.06020599913279624
work,D5,1,0.12041199826559248
propos,D5,1,0.06848453616444126
end-to-end,D5,1,0.16901960800285137
hierarch,D5,1,0.16901960800285137
index,D5,2,0.24082399653118497
ehi,D5,5,0.8450980400142568
jointli,D5,1,0.16901960800285137
structur,D5,3,0.3612359947967774
optim,D5,1,0.16901960800285137
model,D5,1,0.06020599913279624
invert,D5,1,0.16901960800285137
file,D5,1,0.16901960800285137
ivf,D5,1,0.16901960800285137
style,D5,1,0.16901960800285137
tree,D5,2,0.33803921600570275
effici,D5,2,0.24082399653118497
ensur,D5,1,0.16901960800285137
stabl,D5,1,0.16901960800285137
discret,D5,1,0.16901960800285137
tree-bas,D5,1,0.16901960800285137
introduc,D5,1,0.12041199826559248
notion,D5,1,0.16901960800285137
path,D5,1,0.16901960800285137
captur,D5,1,0.16901960800285137
posit,D5,1,0.16901960800285137
query/docu,D5,1,0.16901960800285137
demonstr,D5,1,0.07958800173440753
effect,D5,1,0.06848453616444126
sever,D5,1,0.16901960800285137
benchmark,D5,2,0.19084850188786498
includ,D5,1,0.16901960800285137
de-facto,D5,1,0.16901960800285137
ms,D5,2,0.24082399653118497
marco,D5,2,0.24082399653118497
dev,D5,2,0.33803921600570275
set,D5,2,0.24082399653118497
trec,D5,2,0.15917600346881505
dl19,D5,2,0.33803921600570275
dataset,D5,1,0.06848453616444126
exampl,D5,1,0.16901960800285137
comput,D5,1,0.07958800173440753
budget,D5,1,0.16901960800285137
outperform,D5,1,0.12041199826559248
state-of-the-art,D5,1,0.12041199826559248
sota,D5,1,0.16901960800285137
0.6%,D5,1,0.16901960800285137
mrr@10,D5,1,0.16901960800285137
4.2%,D5,1,0.16901960800285137
ndcg@10,D5,1,0.16901960800285137
queri,D6,2,0.07235272884946138
expans,D6,4,0.21893090593744088
qe,D6,4,0.30730837818700246
commonli,D6,1,0.07682709454675062
use,D6,3,0.09338800386060171
improv,D6,1,0.043374659519969314
perform,D6,1,0.031129334620200573
tradit,D6,2,0.10946545296872044
inform,D6,1,0.05473272648436022
retriev,D6,1,0.031129334620200573
ir,D6,2,0.15365418909350123
model,D6,11,0.3010299956639812
adopt,D6,1,0.07682709454675062
deep,D6,1,0.043374659519969314
learn,D6,2,0.07235272884946138
research,D6,2,0.08674931903993863
neural,D6,3,0.23048128364025183
emerg,D6,1,0.07682709454675062
recent,D6,1,0.05473272648436022
year,D6,1,0.07682709454675062
mani,D6,1,0.07682709454675062
focu,D6,1,0.07682709454675062
embed,D6,2,0.08674931903993863
leverag,D6,1,0.05473272648436022
query-docu,D6,3,0.23048128364025183
relev,D6,2,0.07235272884946138
allow,D6,1,0.05473272648436022
comput,D6,1,0.03617636442473069
semant,D6,1,0.043374659519969314
similar,D6,1,0.05473272648436022
document,D6,2,0.062258669240401146
gener,D6,2,0.10946545296872044
term,D6,1,0.07682709454675062
howev,D6,1,0.07682709454675062
exist,D6,1,0.043374659519969314
often,D6,1,0.07682709454675062
ignor,D6,1,0.07682709454675062
interact,D6,2,0.10946545296872044
thi,D6,1,0.02736636324218011
aim,D6,1,0.07682709454675062
address,D6,1,0.03617636442473069
gap,D6,1,0.05473272648436022
propos,D6,3,0.09338800386060171
condit,D6,1,0.07682709454675062
variat,D6,1,0.07682709454675062
autoencod,D6,1,0.07682709454675062
first,D6,1,0.05473272648436022
map,D6,1,0.07682709454675062
pair,D6,1,0.07682709454675062
latent,D6,2,0.15365418909350123
space,D6,2,0.10946545296872044
base,D6,1,0.043374659519969314
estim,D6,1,0.07682709454675062
train,D6,1,0.05473272648436022
feedback,D6,2,0.15365418909350123
data,D6,1,0.05473272648436022
pseudo-relev,D6,1,0.07682709454675062
test,D6,1,0.043374659519969314
time,D6,1,0.07682709454675062
evalu,D6,1,0.043374659519969314
three,D6,1,0.07682709454675062
standard,D6,1,0.05473272648436022
trec,D6,1,0.03617636442473069
collect,D6,1,0.05473272648436022
rank,D6,2,0.07235272884946138
ap,D6,1,0.07682709454675062
robust,D6,1,0.07682709454675062
04,D6,1,0.07682709454675062
gov02,D6,1,0.07682709454675062
ms,D6,1,0.05473272648436022
marco,D6,1,0.05473272648436022
dataset,D6,1,0.031129334620200573
passag,D6,1,0.07682709454675062
result,D6,1,0.031129334620200573
show,D6,1,0.05473272648436022
outperform,D6,1,0.05473272648436022
state-of-the-art,D6,1,0.05473272648436022
also,D6,1,0.03617636442473069
demonstr,D6,1,0.03617636442473069
higher,D6,1,0.07682709454675062
addit,D6,1,0.043374659519969314
match,D6,1,0.05473272648436022
baselin,D6,1,0.07682709454675062
