Term,Document,Frequency,Weight
paramet,D1,1,0.16901960800285137
although,D1,1,0.16901960800285137
remain,D1,1,0.16901960800285137
slight,D1,1,0.16901960800285137
gpt-4,D1,1,0.16901960800285137
hop,D1,1,0.16901960800285137
provid,D1,1,0.16901960800285137
fut,D1,1,0.16901960800285137
modern,D1,1,0.16901960800285137
adv,D2,1,0.1056372550017821
transformer-based,D2,3,0.3169117650053463
architect,D2,2,0.2112745100035642
context,D2,2,0.1505149978319906
repres,D2,4,0.3010299956639812
text,D2,4,0.4225490200071284
dat,D2,1,0.059640156839957804
lev,D2,1,0.0752574989159953
query,D2,8,0.3979400086720376
docu,D2,7,0.2996198457194305
low-dimensional,D2,1,0.1056372550017821
dens,D2,3,0.22577249674798588
vect,D2,5,0.5281862750089105
spac,D2,2,0.1505149978319906
thes,D2,1,0.042802835102775785
ar,D2,3,0.14922750325201412
learn,D2,2,0.0994850021680094
embed,D2,1,0.059640156839957804
fix,D2,1,0.1056372550017821
siz,D2,1,0.0752574989159953
result,D2,3,0.12840850530832737
deep,D2,3,0.17892047051987342
understand,D2,2,0.2112745100035642
thi,D2,1,0.03762874945799765
study,D2,2,0.1505149978319906
design,D2,1,0.0752574989159953
pipelin,D2,1,0.1056372550017821
effect,D2,1,0.042802835102775785
retriev,D2,3,0.12840850530832737
larg,D2,1,0.0497425010840047
search,D2,1,0.0752574989159953
combin,D2,1,0.1056372550017821
cap,D2,1,0.0752574989159953
bert,D2,2,0.2112745100035642
model,D2,7,0.26340124620598354
phrase,D2,2,0.2112745100035642
embedding-based,D2,2,0.1505149978319906
expand,D2,2,0.1505149978319906
fine-tuned,D2,1,0.1056372550017821
sem,D2,2,0.11928031367991561
match,D2,2,0.1505149978319906
sep,D2,2,0.2112745100035642
encod,D2,2,0.1505149978319906
bas,D2,1,0.059640156839957804
sent,D2,1,0.1056372550017821
sbert,D2,1,0.1056372550017821
gen,D2,1,0.0752574989159953
also,D2,1,0.0497425010840047
address,D2,1,0.0497425010840047
maxim,D2,1,0.1056372550017821
tok,D2,1,0.0752574989159953
leng,D2,1,0.1056372550017821
limit,D2,1,0.0752574989159953
summ,D2,1,0.1056372550017821
lengthy,D2,1,0.1056372550017821
addit,D2,1,0.059640156839957804
improv,D2,1,0.059640156839957804
clar,D2,1,0.1056372550017821
complet,D2,1,0.1056372550017821
short,D2,1,0.1056372550017821
reduc,D2,1,0.059640156839957804
gap,D2,1,0.0752574989159953
employ,D2,1,0.1056372550017821
index,D2,1,0.0752574989159953
us,D2,2,0.08560567020555157
elasticsearch,D2,1,0.1056372550017821
engin,D2,1,0.1056372550017821
query-specific,D2,1,0.1056372550017821
fin,D2,2,0.2112745100035642
bert-based,D2,1,0.1056372550017821
cross-encoder,D2,1,0.1056372550017821
re-rank,D2,1,0.1056372550017821
relev,D2,1,0.0497425010840047
record,D2,1,0.1056372550017821
perform,D2,2,0.08560567020555157
ful,D2,1,0.0752574989159953
self-attention,D2,1,0.1056372550017821
ov,D2,1,0.0752574989159953
input,D2,1,0.1056372550017821
yield,D2,1,0.0752574989159953
rich,D2,1,0.1056372550017821
interact,D2,1,0.0752574989159953
produc,D2,2,0.1505149978319906
assess,D2,1,0.1056372550017821
expery,D2,1,0.059640156839957804
conduc,D2,1,0.1056372550017821
two,D2,1,0.0752574989159953
well-known,D2,1,0.1056372550017821
dataset,D2,1,0.042802835102775785
trec-cds-2014,D2,1,0.1056372550017821
ohsum,D2,1,0.1056372550017821
comp,D2,1,0.0497425010840047
analys,D2,1,0.1056372550017821
carry,D2,1,0.1056372550017821
clear,D2,1,0.1056372550017821
demonst,D2,1,0.0497425010840047
propos,D2,1,0.042802835102775785
framework,D2,1,0.059640156839957804
competit,D2,1,0.1056372550017821
sci,D3,5,0.5281862750089105
research,D3,3,0.17892047051987342
abl,D3,1,0.1056372550017821
effect,D3,2,0.08560567020555157
retriev,D3,3,0.12840850530832737
relev,D3,3,0.14922750325201412
docu,D3,3,0.12840850530832737
bas,D3,1,0.059640156839957804
complex,D3,7,0.7394607850124747
multifacet,D3,2,0.2112745100035642
query,D3,8,0.3979400086720376
crit,D3,1,0.1056372550017821
ex,D3,1,0.059640156839957804
evalu,D3,2,0.11928031367991561
dataset,D3,6,0.25681701061665474
thi,D3,3,0.11288624837399294
task,D3,3,0.22577249674798588
ar,D3,1,0.0497425010840047
limit,D3,1,0.0752574989159953
prim,D3,1,0.1056372550017821
due,D3,2,0.2112745100035642
high,D3,1,0.059640156839957804
cost,D3,2,0.1505149978319906
effort,D3,1,0.1056372550017821
requir,D3,2,0.2112745100035642
annot,D3,6,0.6338235300106926
resourc,D3,1,0.1056372550017821
repres,D3,1,0.0752574989159953
address,D3,1,0.0497425010840047
propos,D3,1,0.042802835102775785
novel,D3,1,0.0752574989159953
us,D3,2,0.08560567020555157
multi-level,D3,1,0.1056372550017821
aspect-based,D3,1,0.1056372550017821
doris-mae,D3,4,0.4225490200071284
design,D3,1,0.0752574989159953
handl,D3,2,0.2112745100035642
nat,D3,1,0.1056372550017821
develop,D3,1,0.1056372550017821
benchmark,D3,1,0.059640156839957804
within,D3,1,0.0752574989159953
field,D3,1,0.1056372550017821
comput,D3,1,0.0497425010840047
consist,D3,1,0.0752574989159953
100,D3,2,0.2112745100035642
human-authored,D3,1,0.1056372550017821
cas,D3,2,0.2112745100035642
assembl,D3,1,0.1056372550017821
collect,D3,1,0.0752574989159953
produc,D3,1,0.0752574989159953
scor,D3,1,0.0752574989159953
rank,D3,1,0.0497425010840047
recogn,D3,1,0.1056372550017821
sign,D3,1,0.059640156839957804
lab,D3,1,0.1056372550017821
expert,D3,1,0.1056372550017821
also,D3,1,0.0497425010840047
introduc,D3,1,0.0752574989159953
anno-gpt,D3,1,0.1056372550017821
scal,D3,1,0.1056372550017821
framework,D3,1,0.059640156839957804
valid,D3,1,0.1056372550017821
perform,D3,2,0.08560567020555157
larg,D3,1,0.0497425010840047
langu,D3,1,0.059640156839957804
model,D3,1,0.03762874945799765
llms,D3,1,0.059640156839957804
expert-level,D3,1,0.1056372550017821
llm,D3,1,0.059640156839957804
result,D3,1,0.042802835102775785
500x,D3,1,0.1056372550017821
reduc,D3,1,0.059640156839957804
without,D3,2,0.2112745100035642
comprom,D3,1,0.1056372550017821
qual,D3,1,0.1056372550017821
furtherm,D3,1,0.1056372550017821
multi-tiered,D3,1,0.1056372550017821
structure,D3,1,0.0752574989159953
thes,D3,1,0.042802835102775785
extend,D3,1,0.1056372550017821
ov,D3,1,0.0752574989159953
"4,000",D3,1,0.1056372550017821
sub-query,D3,1,0.1056372550017821
test,D3,1,0.059640156839957804
addit,D3,1,0.059640156839957804
17,D3,1,0.1056372550017821
rec,D3,1,0.0752574989159953
method,D3,1,0.059640156839957804
observ,D3,1,0.1056372550017821
drop,D3,1,0.1056372550017821
comp,D3,1,0.0497425010840047
tradit,D3,1,0.0752574989159953
highlight,D3,1,0.1056372550017821
nee,D3,1,0.1056372550017821
bet,D3,1,0.1056372550017821
approach,D3,1,0.059640156839957804
larg,D4,1,0.04421555651911529
langu,D4,1,0.05301347274662915
model,D4,2,0.06689555459199582
llms,D4,1,0.05301347274662915
demonst,D4,2,0.08843111303823058
impress,D4,1,0.09389978222380631
effect,D4,5,0.1902348226790035
zero-shot,D4,6,0.4013733275519749
docu,D4,2,0.0760939290716014
rank,D4,7,0.309508895633807
task,D4,1,0.06689555459199582
pointw,D4,2,0.18779956444761262
pairw,D4,2,0.18779956444761262
listw,D4,1,0.06689555459199582
prompt,D4,3,0.28169934667141894
approach,D4,9,0.47712125471966244
hav,D4,1,0.05301347274662915
propos,D4,2,0.0760939290716014
llm-based,D4,3,0.28169934667141894
study,D4,1,0.06689555459199582
begin,D4,1,0.09389978222380631
thorough,D4,1,0.09389978222380631
evalu,D4,2,0.1060269454932583
thes,D4,2,0.0760939290716014
ex,D4,1,0.05301347274662915
within,D4,1,0.06689555459199582
consist,D4,1,0.06689555459199582
expery,D4,1,0.05301347274662915
framework,D4,1,0.05301347274662915
consid,D4,2,0.18779956444761262
fact,D4,1,0.09389978222380631
lik,D4,1,0.06689555459199582
siz,D4,1,0.06689555459199582
tok,D4,2,0.13379110918399165
consum,D4,2,0.18779956444761262
lat,D4,1,0.06689555459199582
among,D4,1,0.09389978222380631
oth,D4,1,0.09389978222380631
thi,D4,1,0.03344777729599791
first-of-its-kind,D4,1,0.09389978222380631
comp,D4,1,0.04421555651911529
allow,D4,1,0.06689555459199582
us,D4,2,0.0760939290716014
ident,D4,1,0.09389978222380631
trade-offs,D4,1,0.09389978222380631
efficy,D4,4,0.2675822183679833
inh,D4,1,0.09389978222380631
find,D4,1,0.06689555459199582
whil,D4,2,0.13379110918399165
scor,D4,1,0.06689555459199582
high,D4,3,0.15904041823988746
suff,D4,1,0.09389978222380631
poor,D4,1,0.09389978222380631
convers,D4,1,0.09389978222380631
supery,D4,1,0.09389978222380631
int,D4,1,0.09389978222380631
comput,D4,2,0.08843111303823058
overhead,D4,1,0.09389978222380631
furth,D4,1,0.09389978222380631
enh,D4,1,0.09389978222380631
novel,D4,1,0.06689555459199582
setw,D4,1,0.09389978222380631
reduc,D4,2,0.1060269454932583
numb,D4,1,0.09389978222380631
llm,D4,1,0.05301347274662915
inf,D4,1,0.09389978222380631
amount,D4,1,0.09389978222380631
dur,D4,1,0.09389978222380631
proc,D4,1,0.09389978222380631
sign,D4,1,0.05301347274662915
improv,D4,1,0.05301347274662915
test,D4,1,0.05301347274662915
method,D4,1,0.05301347274662915
trec,D4,1,0.04421555651911529
dl,D4,1,0.09389978222380631
dataset,D4,1,0.0380469645358007
beir,D4,1,0.09389978222380631
benchmark,D4,1,0.05301347274662915
empir,D4,1,0.09389978222380631
result,D4,1,0.0380469645358007
ind,D4,1,0.09389978222380631
cost,D4,1,0.06689555459199582
also,D4,1,0.04421555651911529
retain,D4,1,0.09389978222380631
dens,D5,2,0.24082399653118497
embedding-based,D5,1,0.12041199826559248
retriev,D5,2,0.13696907232888253
industry,D5,2,0.33803921600570275
standard,D5,3,0.3612359947967774
sem,D5,1,0.09542425094393249
search,D5,2,0.24082399653118497
rank,D5,1,0.07958800173440753
problem,D5,1,0.16901960800285137
lik,D5,1,0.12041199826559248
obtain,D5,1,0.16901960800285137
relev,D5,1,0.07958800173440753
web,D5,1,0.16901960800285137
docu,D5,4,0.27393814465776506
giv,D5,2,0.33803921600570275
query,D5,4,0.3183520069376301
techn,D5,1,0.16901960800285137
us,D5,2,0.13696907232888253
two-stage,D5,1,0.16901960800285137
process,D5,1,0.16901960800285137
contrast,D5,1,0.16901960800285137
learn,D5,5,0.3979400086720376
train,D5,1,0.12041199826559248
dual,D5,2,0.33803921600570275
encod,D5,2,0.24082399653118497
emb,D5,1,0.16901960800285137
b,D5,1,0.16901960800285137
approxim,D5,1,0.16901960800285137
nearest,D5,1,0.16901960800285137
neighb,D5,1,0.16901960800285137
find,D5,1,0.12041199826559248
simil,D5,1,0.12041199826559248
thes,D5,1,0.06848453616444126
two,D5,1,0.12041199826559248
stag,D5,1,0.16901960800285137
ar,D5,1,0.07958800173440753
disjoint,D5,1,0.16901960800285137
embed,D5,4,0.38169700377572996
might,D5,1,0.16901960800285137
ill-suited,D5,1,0.16901960800285137
method,D5,1,0.09542425094393249
vice-versa,D5,1,0.16901960800285137
lead,D5,1,0.16901960800285137
suboptim,D5,1,0.16901960800285137
perform,D5,2,0.13696907232888253
thi,D5,1,0.06020599913279624
work,D5,1,0.12041199826559248
propos,D5,1,0.06848453616444126
end-to-end,D5,1,0.16901960800285137
hierarch,D5,1,0.16901960800285137
index,D5,2,0.24082399653118497
eh,D5,5,0.8450980400142568
joint,D5,1,0.16901960800285137
structure,D5,3,0.3612359947967774
optim,D5,1,0.16901960800285137
model,D5,1,0.06020599913279624
whil,D5,1,0.12041199826559248
invert,D5,1,0.16901960800285137
fil,D5,1,0.16901960800285137
ivf,D5,1,0.16901960800285137
styl,D5,1,0.16901960800285137
tre,D5,2,0.33803921600570275
efficy,D5,2,0.24082399653118497
ens,D5,1,0.16901960800285137
stabl,D5,1,0.16901960800285137
discret,D5,1,0.16901960800285137
tree-based,D5,1,0.16901960800285137
introduc,D5,1,0.12041199826559248
path,D5,1,0.16901960800285137
capt,D5,1,0.16901960800285137
posit,D5,1,0.16901960800285137
query/document,D5,1,0.16901960800285137
demonst,D5,1,0.07958800173440753
effect,D5,1,0.06848453616444126
sev,D5,1,0.16901960800285137
benchmark,D5,2,0.19084850188786498
includ,D5,1,0.16901960800285137
de-facto,D5,1,0.16901960800285137
ms,D5,2,0.24082399653118497
marco,D5,2,0.24082399653118497
dev,D5,2,0.33803921600570275
set,D5,2,0.24082399653118497
trec,D5,2,0.15917600346881505
dl19,D5,2,0.33803921600570275
dataset,D5,1,0.06848453616444126
exampl,D5,1,0.16901960800285137
sam,D5,1,0.16901960800285137
comput,D5,1,0.07958800173440753
budget,D5,1,0.16901960800285137
outperform,D5,1,0.12041199826559248
state-of-the-art,D5,1,0.12041199826559248
sot,D5,1,0.16901960800285137
0.6%,D5,1,0.16901960800285137
mrr@10,D5,1,0.16901960800285137
4.2%,D5,1,0.16901960800285137
ndcg@10,D5,1,0.16901960800285137
query,D6,2,0.07235272884946138
expand,D6,4,0.21893090593744088
qe,D6,4,0.30730837818700246
common,D6,1,0.07682709454675062
us,D6,3,0.09338800386060171
improv,D6,1,0.043374659519969314
perform,D6,1,0.031129334620200573
tradit,D6,2,0.10946545296872044
inform,D6,1,0.05473272648436022
retriev,D6,1,0.031129334620200573
ir,D6,2,0.15365418909350123
model,D6,11,0.3010299956639812
adopt,D6,1,0.07682709454675062
deep,D6,1,0.043374659519969314
learn,D6,2,0.07235272884946138
research,D6,2,0.08674931903993863
neur,D6,3,0.23048128364025183
hav,D6,1,0.043374659519969314
emerg,D6,1,0.07682709454675062
rec,D6,1,0.05473272648436022
year,D6,1,0.07682709454675062
many,D6,1,0.07682709454675062
thes,D6,2,0.062258669240401146
foc,D6,1,0.07682709454675062
embed,D6,2,0.08674931903993863
lev,D6,1,0.05473272648436022
query-document,D6,3,0.23048128364025183
relev,D6,2,0.07235272884946138
allow,D6,1,0.05473272648436022
comput,D6,1,0.03617636442473069
sem,D6,1,0.043374659519969314
simil,D6,1,0.05473272648436022
docu,D6,2,0.062258669240401146
gen,D6,2,0.10946545296872044
term,D6,1,0.07682709454675062
howev,D6,1,0.07682709454675062
ex,D6,1,0.043374659519969314
oft,D6,1,0.07682709454675062
ign,D6,1,0.07682709454675062
interact,D6,2,0.10946545296872044
thi,D6,1,0.02736636324218011
aim,D6,1,0.07682709454675062
address,D6,1,0.03617636442473069
gap,D6,1,0.05473272648436022
propos,D6,3,0.09338800386060171
condit,D6,1,0.07682709454675062
vary,D6,1,0.07682709454675062
autoencod,D6,1,0.07682709454675062
first,D6,1,0.05473272648436022
map,D6,1,0.07682709454675062
pair,D6,1,0.07682709454675062
lat,D6,2,0.10946545296872044
spac,D6,2,0.10946545296872044
bas,D6,1,0.043374659519969314
estim,D6,1,0.07682709454675062
train,D6,1,0.05473272648436022
feedback,D6,2,0.15365418909350123
dat,D6,1,0.043374659519969314
pseudo-relevance,D6,1,0.07682709454675062
test,D6,1,0.043374659519969314
tim,D6,1,0.07682709454675062
evalu,D6,1,0.043374659519969314
three,D6,1,0.07682709454675062
standard,D6,1,0.05473272648436022
trec,D6,1,0.03617636442473069
collect,D6,1,0.05473272648436022
rank,D6,2,0.07235272884946138
ap,D6,1,0.05473272648436022
robust,D6,1,0.07682709454675062
04,D6,1,0.07682709454675062
gov02,D6,1,0.07682709454675062
ms,D6,1,0.05473272648436022
marco,D6,1,0.05473272648436022
dataset,D6,1,0.031129334620200573
pass,D6,1,0.07682709454675062
result,D6,1,0.031129334620200573
show,D6,1,0.05473272648436022
outperform,D6,1,0.05473272648436022
state-of-the-art,D6,1,0.05473272648436022
also,D6,1,0.03617636442473069
demonst,D6,1,0.03617636442473069
high,D6,1,0.043374659519969314
addit,D6,1,0.043374659519969314
match,D6,1,0.05473272648436022
baselin,D6,1,0.07682709454675062
